"","prov","distinct","adm.year","adm.total","adm.male","adm.female","pop.age","pop.year","pop.total","pop.male","pop.female","adm.per.pop.total","adm.per.pop.male","adm.per.pop.female"
"1372","서울","강동구",2016,3229,1646,1583,"4",2014,4024,2085,1939,0.82009579346818,0.805403776297817,0.835931629682652
"1373","서울","강동구",2017,3470,1806,1664,"4",2015,3677,1925,1752,0.964473626159244,0.957143164440263,0.972493870174745
"1374","서울","강동구",2018,3210,1697,1513,"4",2016,3682,1878,1804,0.890996010662825,0.921883717349728,0.858756519701921
"1375","서울","강동구",2019,3292,1711,1581,"4",2017,3270,1687,1583,1.02888440640102,1.03472470154408,1.02263018464039
"1376","서울","강동구",2020,3404,1798,1606,"4",2018,3291,1696,1595,1.05710026188016,1.08156775097239,1.03098537814878
"1377","서울","강북구",2010,2358,1207,1151,"4",2008,2737,1333,1404,0.880488148443711,0.923776714111185,0.839413342925014
"1378","서울","강북구",2011,2155,1050,1105,"4",2009,2426,1237,1189,0.907843501702278,0.865983245073182,0.951586069875046
"1379","서울","강북구",2012,1945,990,955,"4",2010,2498,1300,1198,0.795759226746096,0.776929715321591,0.816233106771289
"1380","서울","강북구",2013,1972,1012,960,"4",2011,2689,1399,1290,0.749498244006185,0.737993757068241,0.761989830297921
"1381","서울","강북구",2014,2041,1062,979,"4",2012,2521,1257,1264,0.827417439586319,0.861944155133666,0.793054931913855
"1382","서울","강북구",2015,1855,928,927,"4",2013,2503,1292,1211,0.757421407381331,0.73278294443191,0.783796362136288
"1383","서울","강북구",2016,1778,898,880,"4",2014,2466,1259,1207,0.736873936555372,0.727680096971643,0.746522762491543
"1384","서울","강북구",2017,1791,911,880,"4",2015,2354,1197,1157,0.777577416377187,0.776451112508004,0.778783901752197
"1385","서울","강북구",2018,1753,897,856,"4",2016,2387,1260,1127,0.750557568010484,0.726292882023815,0.777709673735745
"1386","서울","강북구",2019,1706,892,814,"4",2017,2065,1082,983,0.844332452763451,0.841060977507904,0.847888098934634
"1387","서울","강북구",2020,1528,810,718,"4",2018,1885,967,918,0.828450398143414,0.85457155864084,0.800846746344568
"1388","서울","강서구",2010,5328,2743,2585,"4",2008,5525,2875,2650,0.985567661825802,0.973369757352749,0.998808721542046
"1389","서울","강서구",2011,4919,2540,2379,"4",2009,4927,2524,2403,1.02034906672247,1.0266780002849,1.0136973791873
"1390","서울","강서구",2012,4386,2224,2162,"4",2010,4966,2597,2369,0.902643841498429,0.873680662200668,0.934454761548604
"1391","서울","강서구",2013,4427,2324,2103,"4",2011,5236,2682,2554,0.864100776492859,0.884030482276,0.843113478416341
"1392","서울","강서구",2014,4807,2442,2365,"4",2012,4818,2447,2371,1.01967515542244,1.01812612197163,1.02133271552282
"1393","서울","강서구",2015,4757,2433,2324,"4",2013,4555,2321,2234,1.06733138823629,1.06944107015465,1.06517412322812
"1394","서울","강서구",2016,4413,2289,2124,"4",2014,4923,2599,2324,0.916133159984172,0.898523423493285,0.935806464887717
"1395","서울","강서구",2017,4529,2353,2176,"4",2015,5266,2663,2603,0.878973895471147,0.90144794023495,0.85595784240919
"1396","서울","강서구",2018,4816,2460,2356,"4",2016,5556,2851,2705,0.88588786454265,0.880294077073239,0.891816840663376
"1397","서울","강서구",2019,4946,2556,2390,"4",2017,4983,2509,2474,1.01441984376128,1.03932189897,0.989158433454393
"1398","서울","강서구",2020,4277,2180,2097,"4",2018,4823,2400,2423,0.906309431783016,0.926691419705971,0.886161073408402
"1399","서울","관악구",2010,3663,1895,1768,"4",2008,4317,2244,2073,0.867180256072839,0.861541598559003,0.873274162725657
"1400","서울","관악구",2011,3379,1767,1612,"4",2009,3959,2007,1952,0.872282583769407,0.898212442846616,0.845576445263363
"1401","서울","관악구",2012,3148,1594,1554,"4",2010,3882,2015,1867,0.828769393032794,0.807055044785022,0.852264402118501
"1402","서울","관악구",2013,3029,1606,1423,"4",2011,4009,2024,1985,0.772178541102466,0.809515041546102,0.734027010801315
"1403","서울","관악구",2014,3225,1623,1602,"4",2012,3781,1925,1856,0.871721089363457,0.860156896947146,0.88379632694475
"1404","서울","관악구",2015,3014,1560,1454,"4",2013,3373,1742,1631,0.913232624861273,0.913621555782965,0.912805184125664
"1405","서울","관악구",2016,2732,1422,1310,"4",2014,3445,1760,1685,0.810486863381734,0.824283902515779,0.796047610175852
"1406","서울","관악구",2017,2769,1411,1358,"4",2015,3445,1760,1685,0.821463442424606,0.81790758540771,0.825215766884585
"1407","서울","관악구",2018,2687,1393,1294,"4",2016,3343,1717,1626,0.821458827843834,0.827695723381673,0.814856975273619
"1408","서울","관악구",2019,2581,1318,1263,"4",2017,2875,1465,1410,0.917497029431223,0.917841468770996,0.917174328316707
"1409","서울","관악구",2020,2302,1169,1133,"4",2018,2838,1433,1405,0.82898646435247,0.832258445145257,0.825698010282127
"1410","서울","광진구",2010,2935,1539,1396,"4",2008,3063,1582,1481,0.979299696869339,0.992480609791918,0.96515710527354
"1411","서울","광진구",2011,2839,1442,1397,"4",2009,2652,1319,1333,1.09407321068078,1.11534790233024,1.0730844686756
"1412","서울","광진구",2012,2528,1266,1262,"4",2010,2791,1392,1399,0.925703156102179,0.927864075725846,0.923653952174477
"1413","서울","광진구",2013,2689,1341,1348,"4",2011,2885,1468,1417,0.952575694453483,0.931949999119347,0.974064452262454
"1414","서울","광진구",2014,2817,1416,1401,"4",2012,2707,1438,1269,1.06353822221849,1.00460250626149,1.13043127823674
"1415","서울","광진구",2015,2601,1364,1237,"4",2013,2526,1298,1228,1.0523531788513,1.07208585952611,1.03142816223984
"1416","서울","광진구",2016,2407,1246,1161,"4",2014,2661,1381,1280,0.924454896351484,0.920479781799101,0.928730915477616
"1417","서울","광진구",2017,2550,1366,1184,"4",2015,2525,1231,1294,1.03212740430145,1.1320941244025,0.93688239567542
"1418","서울","광진구",2018,2480,1248,1232,"4",2016,2623,1373,1250,0.966290926530119,0.92732920621933,1.00917933124657
"1419","서울","광진구",2019,2599,1350,1249,"4",2017,2356,1211,1145,1.12741940270035,1.13731172200068,1.11692652335727
"1420","서울","광진구",2020,2244,1124,1120,"4",2018,2331,1226,1105,0.983864046485552,0.935331866814893,1.0378232530302
"1421","서울","구로구",2010,3539,1820,1719,"4",2008,3997,2081,1916,0.90490070314036,0.892255426174714,0.91864565315324
"1422","서울","구로구",2011,3447,1795,1652,"4",2009,3729,2016,1713,0.944720656395651,0.908372159443108,0.987461864876006
"1423","서울","구로구",2012,3288,1778,1510,"4",2010,3862,1992,1870,0.870109781175201,0.910609784590039,0.82680480750742
"1424","서울","구로구",2013,3371,1726,1645,"4",2011,4211,2108,2103,0.818140745922022,0.835333838977338,0.800929485350147
"1425","서울","구로구",2014,3665,1867,1798,"4",2012,4098,2122,1976,0.914021762440899,0.897612368766379,0.93168778054867
"1426","서울","구로구",2015,3516,1788,1728,"4",2013,3902,1999,1903,0.920907717776489,0.912524661468869,0.929763734078704
"1427","서울","구로구",2016,3329,1689,1640,"4",2014,4095,2068,2027,0.83083426709012,0.833237879731364,0.828433689451921
"1428","서울","구로구",2017,3464,1761,1703,"4",2015,3948,2041,1907,0.896716684989477,0.880250420563161,0.914390293702256
"1429","서울","구로구",2018,3320,1684,1636,"4",2016,3926,1960,1966,0.864255793978709,0.876548408978575,0.852054625219325
"1430","서울","구로구",2019,3305,1615,1690,"4",2017,3544,1789,1755,0.953086376844724,0.920983980282241,0.986000729482727
"1431","서울","구로구",2020,3014,1551,1463,"4",2018,3167,1604,1563,0.972634557517232,0.986500532131114,0.9584136723091
"1432","서울","금천구",2010,1994,1025,969,"4",2008,2110,1077,1033,0.965822258441995,0.970952651553623,0.960486152560004
"1433","서울","금천구",2011,1799,926,873,"4",2009,1850,939,911,0.993834219576943,1.0060864139845,0.981213509863943
"1434","서울","금천구",2012,1645,842,803,"4",2010,1883,967,916,0.892832711607803,0.888332410340231,0.89761008632495
"1435","서울","금천구",2013,1661,850,811,"4",2011,1867,923,944,0.909242705992709,0.939522347451063,0.879663378971776
"1436","서울","금천구",2014,1715,860,855,"4",2012,1712,872,840,1.02379941094051,1.00617113998881,1.04220818864967
"1437","서울","금천구",2015,1550,797,753,"4",2013,1660,841,819,0.954285052819466,0.96683467017944,0.941409825824801
"1438","서울","금천구",2016,1510,776,734,"4",2014,1682,887,795,0.917498720186135,0.892540622477789,0.945358609428577
"1439","서울","금천구",2017,1610,828,782,"4",2015,1625,838,787,1.01257458348995,1.00803638481734,1.01741860044464
"1440","서울","금천구",2018,1561,786,775,"4",2016,1814,932,882,0.879468181516154,0.860392317071576,0.899706317130039
"1441","서울","금천구",2019,1656,844,812,"4",2017,1430,728,702,1.18352873394929,1.18277178883734,1.18436774014789
"1442","서울","금천구",2020,1336,676,660,"4",2018,1503,769,734,0.908452007271864,0.896830245004813,0.920694456056497
"1443","서울","노원구",2010,5881,3089,2792,"4",2008,5791,2949,2842,1.03789190754819,1.06864393607726,1.00590969240684
"1444","서울","노원구",2011,5545,2878,2667,"4",2009,5049,2597,2452,1.12240783875278,1.13059934613917,1.11370508422201
"1445","서울","노원구",2012,4907,2527,2380,"4",2010,4938,2568,2370,1.01559249689012,1.00392232598688,1.02824418819474
"1446","서울","노원구",2013,4883,2532,2351,"4",2011,5271,2709,2562,0.946778134214964,0.953552449915377,0.939595993295128
"1447","서울","노원구",2014,5183,2664,2519,"4",2012,4979,2532,2447,1.06388232534672,1.07339707904548,1.0540515484315
"1448","서울","노원구",2015,4895,2507,2388,"4",2013,4420,2278,2142,1.13183973926363,1.12276923546465,1.1415173280566
"1449","서울","노원구",2016,4329,2220,2109,"4",2014,4604,2361,2243,0.960963256280384,0.959283285381606,0.962753172930055
"1450","서울","노원구",2017,4470,2271,2199,"4",2015,4342,2216,2126,1.05213681058692,1.04553185216056,1.0590820846584
"1451","서울","노원구",2018,4236,2146,2090,"4",2016,4533,2318,2215,0.955046997717642,0.944509164032113,0.966140322359963
"1452","서울","노원구",2019,4318,2217,2101,"4",2017,3863,1983,1880,1.1423848662503,1.14059869116193,1.14428934904596
"1453","서울","노원구",2020,3821,1979,1842,"4",2018,3812,1945,1867,1.02442143487907,1.03804475532074,1.01021301718293
"1454","서울","도봉구",2010,3432,1741,1691,"4",2008,3248,1664,1584,1.07990554189553,1.06742000818726,1.09309040661405
"1455","서울","도봉구",2011,3209,1631,1578,"4",2009,2751,1408,1343,1.19215750736181,1.18179240946135,1.20309144510972
"1456","서울","도봉구",2012,2781,1452,1329,"4",2010,2712,1421,1291,1.04801093703943,1.04246726991309,1.05406256855237
"1457","서울","도봉구",2013,2891,1517,1374,"4",2011,3014,1523,1491,0.980300795338696,1.01619152230493,0.943575686486875
"1458","서울","도봉구",2014,3151,1619,1532,"4",2012,2731,1426,1305,1.17918301328372,1.15828975012209,1.20203165854181
"1459","서울","도봉구",2015,2813,1464,1349,"4",2013,2572,1311,1261,1.11777213589142,1.13927423294736,1.0953792646236
"1460","서울","도봉구",2016,2684,1360,1324,"4",2014,2710,1415,1295,1.01220326050088,0.980555902979314,1.04685340295659
"1461","서울","도봉구",2017,2737,1411,1326,"4",2015,2617,1354,1263,1.06887171833817,1.0631590475019,1.07499842002986
"1462","서울","도봉구",2018,2572,1313,1259,"4",2016,2650,1385,1265,0.991926748317411,0.967174511236862,1.01906727872625
"1463","서울","도봉구",2019,2601,1348,1253,"4",2017,2276,1183,1093,1.16794557547381,1.16250555694695,1.17381204444824
"1464","서울","도봉구",2020,2214,1137,1077,"4",2018,2345,1210,1135,0.964915495570318,0.958660833305654,0.971599973318476
"1465","서울","동대문구",2010,2808,1450,1358,"4",2008,2975,1532,1443,0.964638618814057,0.965604157357649,0.963609540679505
"1466","서울","동대문구",2011,2664,1371,1293,"4",2009,2683,1394,1289,1.01477102713149,1.00337799198417,1.02710125520593
"1467","서울","동대문구",2012,2384,1249,1135,"4",2010,2712,1358,1354,0.898402759403813,0.93832342479855,0.858311338342182
"1468","서울","동대문구",2013,2501,1260,1241,"4",2011,2973,1550,1423,0.859752196084864,0.829332599346214,0.892965199275035
"1469","서울","동대문구",2014,2693,1430,1263,"4",2012,2771,1409,1362,0.993240314879474,1.03541614927331,0.94949765266267
"1470","서울","동대문구",2015,2596,1329,1267,"4",2013,2614,1335,1279,1.01497095915741,1.01562552049416,1.01431704320908
"1471","서울","동대문구",2016,2348,1218,1130,"4",2014,2767,1411,1356,0.867248275102504,0.880663839844373,0.85326986205236
"1472","서울","동대문구",2017,2396,1217,1179,"4",2015,2658,1352,1306,0.921268768096806,0.91834058231,0.924353905690413
"1473","서울","동대문구",2018,2284,1168,1116,"4",2016,2728,1369,1359,0.855669880016516,0.870420848178132,0.840838115717822
"1474","서울","동대문구",2019,2386,1227,1159,"4",2017,2363,1259,1104,1.03195611532776,0.994280043412256,1.0749345327377
"1475","서울","동대문구",2020,2136,1117,1019,"4",2018,2390,1224,1166,0.913393378022715,0.93102564832845,0.894835666653195
"1476","서울","동작구",2010,3219,1675,1544,"4",2008,3512,1816,1696,0.936744130932274,0.940998339736998,0.932157075713805
"1477","서울","동작구",2011,3075,1588,1487,"4",2009,3191,1603,1588,0.984856208917614,1.01066416145856,0.958800215268407
"1478","서울","동작구",2012,2821,1432,1389,"4",2010,3147,1603,1544,0.916137909621281,0.911379772801422,0.921133553153416
"1479","서울","동작구",2013,3028,1552,1476,"4",2011,3417,1817,1600,0.90566045149886,0.871418307251292,0.944569737291962
"1480","서울","동작구",2014,3176,1718,1458,"4",2012,3297,1684,1613,0.984500764932475,1.04080881630992,0.925530657561568
"1481","서울","동작구",2015,2904,1475,1429,"4",2013,3114,1552,1562,0.953086932484644,0.969594611793938,0.936739538698711
"1482","서울","동작구",2016,2807,1412,1395,"4",2014,3305,1739,1566,0.868011462167515,0.828371225448454,0.912116059435281
"1483","서울","동작구",2017,2950,1561,1389,"4",2015,3173,1646,1527,0.95018124775717,0.967526707722489,0.931388478106662
"1484","서울","동작구",2018,2801,1419,1382,"4",2016,3270,1697,1573,0.875426859759802,0.853081341317559,0.899594875542043
"1485","서울","동작구",2019,2805,1427,1378,"4",2017,2906,1456,1450,0.986487909651506,0.999890605847682,0.973080719923988
"1486","서울","동작구",2020,2545,1287,1258,"4",2018,2897,1511,1386,0.897829359102609,0.868968377824943,0.929362325941012
"1487","서울","마포구",2010,3122,1603,1519,"4",2008,3560,1824,1736,0.896267011949608,0.896599677564385,0.895933355154978
"1488","서울","마포구",2011,3052,1548,1504,"4",2009,3089,1610,1479,1.00976690416573,0.980923118836294,1.04123153957546
"1489","서울","마포구",2012,2774,1427,1347,"4",2010,3306,1662,1644,0.857547368933355,0.875957113185454,0.83894489356535
"1490","서울","마포구",2013,2813,1439,1374,"4",2011,3642,1873,1769,0.789376697834356,0.783813801901611,0.795291887253777
"1491","서울","마포구",2014,3100,1583,1517,"4",2012,3328,1753,1575,0.951991098365573,0.921274156949012,0.986217432939756
"1492","서울","마포구",2015,2917,1505,1412,"4",2013,3029,1588,1441,0.984218824154352,0.96688738011519,1.00331745611486
"1493","서울","마포구",2016,2638,1363,1275,"4",2014,3161,1612,1549,0.852913142860195,0.862622354173451,0.842803672653396
"1494","서울","마포구",2017,2676,1366,1310,"4",2015,3056,1537,1519,0.894926298393962,0.90670648480122,0.883041621557808
"1495","서울","마포구",2018,2458,1223,1235,"4",2016,3129,1594,1535,0.8028433726777,0.782758928297908,0.823808427075959
"1496","서울","마포구",2019,2572,1312,1260,"4",2017,2731,1360,1371,0.962506731249044,0.984203299504237,0.941024092941771
"1497","서울","마포구",2020,2211,1092,1119,"4",2018,2821,1405,1416,0.801014112579884,0.792932473396262,0.809160148844568
"1498","서울","서대문구",2010,2666,1342,1324,"4",2008,2863,1426,1437,0.95168518435562,0.960114172120962,0.94340651136311
"1499","서울","서대문구",2011,2435,1235,1200,"4",2009,2405,1206,1199,1.03475705506044,1.04474316795552,1.02477781597615
"1500","서울","서대문구",2012,2166,1096,1070,"4",2010,2476,1249,1227,0.894051061680014,0.895236964027952,0.892908315301736
"1501","서울","서대문구",2013,2272,1152,1120,"4",2011,2344,1178,1166,0.990615755369832,0.997693352596949,0.983528897597231
"1502","서울","서대문구",2014,2204,1102,1102,"4",2012,2245,1186,1059,1.00334376482432,0.947952978494652,1.06549958978096
"1503","서울","서대문구",2015,2109,1080,1029,"4",2013,2232,1148,1084,0.965688146842924,0.959780136127401,0.971971979393223
"1504","서울","서대문구",2016,2213,1110,1103,"4",2014,2214,1184,1030,1.02154689638853,0.956447566210292,1.09649319360437
"1505","서울","서대문구",2017,2288,1220,1068,"4",2015,2218,1100,1118,1.05426305983669,1.13150645408636,0.978131176392043
"1506","서울","서대문구",2018,2140,1054,1086,"4",2016,2361,1229,1132,0.92634400995638,0.874940697400074,0.982315622108335
"1507","서울","서대문구",2019,2243,1144,1099,"4",2017,2178,1117,1061,1.05250922123491,1.04487115797751,1.06059594163492
"1508","서울","서대문구",2020,2179,1104,1075,"4",2018,2246,1116,1130,0.991521166218195,1.00924072936312,0.974086833670393
"1509","서울","서초구",2010,3468,1819,1649,"4",2008,3316,1684,1632,1.06885570155946,1.10199722751324,1.03458970773849
"1510","서울","서초구",2011,3431,1763,1668,"4",2009,3290,1706,1584,1.06580887281717,1.05429749697772,1.07822282568435
"1511","서울","서초구",2012,3225,1683,1542,"4",2010,3534,1799,1735,0.93264783216843,0.954427276743033,0.910023373338148
"1512","서울","서초구",2013,3547,1804,1743,"4",2011,3740,1932,1808,0.969268496929804,0.952619135648511,0.987112413422963
"1513","서울","서초구",2014,3840,1982,1858,"4",2012,3896,1968,1928,1.00731844748831,1.02746833399935,0.986748176572584
"1514","서울","서초구",2015,3926,1998,1928,"4",2013,3771,1914,1857,1.06401628298011,1.06498487623165,1.06307224170401
"1515","서울","서초구",2016,3662,1865,1797,"4",2014,4396,2198,2198,0.851363775468213,0.86564741812906,0.837120623534899
"1516","서울","서초구",2017,4031,2064,1967,"4",2015,4261,2235,2026,0.966842594808025,0.942154345310326,0.994105716874823
"1517","서울","서초구",2018,3861,2018,1843,"4",2016,4384,2280,2104,0.900085504125514,0.902975994672453,0.896906666784695
"1518","서울","서초구",2019,3854,1984,1870,"4",2017,3921,2018,1903,1.00454496060418,1.00302185470035,1.00616792981897
"1519","서울","서초구",2020,3479,1831,1648,"4",2018,3724,1931,1793,0.954771106326844,0.967377452086888,0.941119062573757
"1520","서울","성동구",2010,2581,1270,1311,"4",2008,2922,1541,1381,0.902739205891433,0.840796649162584,0.972023278045455
"1521","서울","성동구",2011,2472,1282,1190,"4",2009,2581,1309,1272,0.978847358474643,0.999167429493532,0.95791616588897
"1522","서울","성동구",2012,2192,1127,1065,"4",2010,2542,1329,1213,0.88129136504029,0.865144846446149,0.898993308905949
"1523","서울","성동구",2013,2223,1155,1068,"4",2011,2751,1396,1355,0.825854203448209,0.844085531211375,0.807048454026793
"1524","서울","성동구",2014,2396,1186,1210,"4",2012,2493,1305,1188,0.982243235299362,0.927180026380919,1.04288538695288
"1525","서울","성동구",2015,2147,1107,1040,"4",2013,2205,1106,1099,0.995125744700353,1.02113317014567,0.96895431104763
"1526","서울","성동구",2016,1995,1006,989,"4",2014,2348,1196,1152,0.86835901781124,0.858137125179535,0.879045722468525
"1527","서울","성동구",2017,2111,1092,1019,"4",2015,2394,1235,1159,0.90119463691302,0.902081072973075,0.90024019613255
"1528","서울","성동구",2018,2100,1069,1031,"4",2016,2447,1259,1188,0.877081269791491,0.866247242386065,0.888607300783821
"1529","서울","성동구",2019,2102,1042,1060,"4",2017,2438,1253,1185,0.881157458653052,0.848411483046448,0.915914991165065
"1530","서울","성동구",2020,1891,987,904,"4",2018,2425,1210,1215,0.796955912977312,0.83218842785636,0.761833042266996
"1531","서울","성북구",2010,4427,2315,2112,"4",2008,4475,2371,2104,1.01104618228304,0.996114659143236,1.0278170809817
"1532","서울","성북구",2011,4336,2285,2051,"4",2009,4124,2127,1997,1.07454628794184,1.09599507978838,1.05161130920544
"1533","서울","성북구",2012,3986,2079,1907,"4",2010,4275,2188,2087,0.952918342364645,0.969386710616062,0.935612243565223
"1534","서울","성북구",2013,4035,2069,1966,"4",2011,4605,2327,2278,0.895505826386475,0.907097557135811,0.883684924738335
"1535","서울","성북구",2014,4256,2171,2085,"4",2012,4171,2166,2005,1.04283582134205,1.0225657943946,1.0647786508005
"1536","서울","성북구",2015,3876,2005,1871,"4",2013,3912,2007,1905,1.01260352190924,1.01919408483727,1.00564907836218
"1537","서울","성북구",2016,3592,1841,1751,"4",2014,3923,1994,1929,0.935777354418966,0.941929772995331,0.929440453159367
"1538","서울","성북구",2017,3718,1878,1840,"4",2015,3778,1940,1838,1.00577756310651,0.987606064243534,1.02503800620871
"1539","서울","성북구",2018,3604,1859,1745,"4",2016,3733,1919,1814,0.986691310871624,0.988312538105225,0.984976345720861
"1540","서울","성북구",2019,3539,1827,1712,"4",2017,3300,1651,1649,1.09602670013698,1.1289673028653,1.06304281661635
"1541","서울","성북구",2020,3137,1558,1579,"4",2018,3183,1638,1545,1.00723867111634,0.970383595054544,1.04645678615975
"1542","서울","송파구",2010,5705,2999,2706,"4",2008,5867,2998,2869,0.993788740271303,1.02055103440148,0.965750399461981
"1543","서울","송파구",2011,5636,2906,2730,"4",2009,5467,2825,2642,1.05360160089761,1.04946279736906,1.05802879185599
"1544","서울","송파구",2012,5046,2619,2427,"4",2010,5586,2899,2687,0.9232106932117,0.921673653316685,0.924846723573239
"1545","서울","송파구",2013,5184,2699,2485,"4",2011,6039,3138,2901,0.877312817752859,0.877485270856708,0.877094356649479
"1546","서울","송파구",2014,5697,2942,2755,"4",2012,5611,2912,2699,1.03767286956091,1.03072115010648,1.04516864169882
"1547","서울","송파구",2015,5204,2715,2489,"4",2013,5477,2792,2685,0.971066692819633,0.992074552917265,0.94917930129534
"1548","서울","송파구",2016,5075,2599,2476,"4",2014,5856,3041,2815,0.885705802427903,0.871926243413105,0.900616488145638
"1549","서울","송파구",2017,5300,2705,2595,"4",2015,5730,3004,2726,0.945313279818236,0.918665127953427,0.974718397076687
"1550","서울","송파구",2018,5216,2717,2499,"4",2016,5807,2953,2854,0.917994899030704,0.938676794182048,0.896561199131961
"1551","서울","송파구",2019,5620,2853,2767,"4",2017,5346,2737,2609,1.07438978974492,1.06344948245932,1.08593225372122
"1552","서울","송파구",2020,4926,2515,2411,"4",2018,5422,2795,2627,0.928516029380091,0.918007157168805,0.939733675253098
"1553","서울","양천구",2010,4252,2217,2035,"4",2008,4290,2258,2032,1.01295575216433,1.00168609591413,1.02543553303733
"1554","서울","양천구",2011,4106,2175,1931,"4",2009,3822,1954,1868,1.09795053233662,1.13559792917496,1.05845659761656
"1555","서울","양천구",2012,3749,1976,1773,"4",2010,3786,1886,1900,1.01202057505811,1.06889523694961,0.955482609738211
"1556","서울","양천구",2013,3764,1877,1887,"4",2011,4271,2183,2088,0.900688369185837,0.877203643561688,0.925356453846439
"1557","서울","양천구",2014,4100,2111,1989,"4",2012,4051,2105,1946,1.03437049704801,1.02311870138777,1.04654907849259
"1558","서울","양천구",2015,4071,2096,1975,"4",2013,3656,1845,1811,1.13801877374295,1.15900363434249,1.11664802488354
"1559","서울","양천구",2016,3616,1854,1762,"4",2014,3761,1931,1830,0.982606425307616,0.979529107683829,0.985876391433612
"1560","서울","양천구",2017,3815,1936,1879,"4",2015,3757,1992,1765,1.0377861215624,0.991530114154284,1.09005829175958
"1561","서울","양천구",2018,3736,1965,1771,"4",2016,3807,1948,1859,1.00294819715357,1.02911401374578,0.975454067150982
"1562","서울","양천구",2019,3731,1899,1832,"4",2017,3466,1771,1695,1.10014822389577,1.09394702999185,1.10668346002118
"1563","서울","양천구",2020,3575,1850,1725,"4",2018,3431,1742,1689,1.06490248229278,1.08346146038364,1.04574814354552
"1564","서울","영등포구",2010,3117,1631,1486,"4",2008,3884,2030,1854,0.820185509783651,0.819686557892406,0.820685446608289
"1565","서울","영등포구",2011,2983,1555,1428,"4",2009,3388,1800,1588,0.899838069629123,0.881348720270817,0.920757705045922
"1566","서울","영등포구",2012,2571,1329,1242,"4",2010,3442,1805,1637,0.763388691032237,0.751169013772692,0.776856079659644
"1567","서울","영등포구",2013,2660,1397,1263,"4",2011,3707,1904,1803,0.733353825670638,0.748547478989231,0.717257794191102
"1568","서울","영등포구",2014,2848,1498,1350,"4",2012,3314,1664,1650,0.878298198943589,0.918434906527575,0.837755864560499
"1569","서울","영등포구",2015,2589,1324,1265,"4",2013,3087,1604,1483,0.857136387327572,0.84211908738981,0.873407721237682
"1570","서울","영등포구",2016,2377,1211,1166,"4",2014,3095,1558,1537,0.784915742793497,0.792987935083039,0.776769805454562
"1571","서울","영등포구",2017,2377,1189,1188,"4",2015,2994,1469,1525,0.811394196374708,0.825752598120472,0.797653452683177
"1572","서울","영등포구",2018,2457,1187,1270,"4",2016,3058,1525,1533,0.82114941288435,0.794091898468453,0.848260449946377
"1573","서울","영등포구",2019,2564,1285,1279,"4",2017,2702,1425,1277,0.969811182448443,0.919979506960636,1.02552747398431
"1574","서울","영등포구",2020,2265,1168,1097,"4",2018,2749,1419,1330,0.842069578402917,0.839750628016816,0.844544696545659
"1575","서울","용산구",2010,1559,795,764,"4",2008,1970,1025,945,0.808787443783726,0.791285401118368,0.827807205851432
"1576","서울","용산구",2011,1522,786,736,"4",2009,1827,960,867,0.851394061002326,0.835297541156988,0.869213312761989
"1577","서울","용산구",2012,1428,726,702,"4",2010,1828,938,890,0.798374261314141,0.789630058926706,0.80763430538529
"1578","서울","용산구",2013,1386,727,659,"4",2011,2077,1035,1042,0.681995085382116,0.716611793246899,0.647567952889641
"1579","서울","용산구",2014,1593,777,816,"4",2012,1885,951,934,0.863692070839305,0.833547574001146,0.894563007410783
"1580","서울","용산구",2015,1414,700,714,"4",2013,1711,846,865,0.844605511728649,0.844146000122558,0.845181061047933
"1581","서울","용산구",2016,1286,658,628,"4",2014,1700,845,855,0.773119377365041,0.794436290103507,0.752075050342291
"1582","서울","용산구",2017,1253,632,621,"4",2015,1760,911,849,0.727600375426478,0.707764199745223,0.748947822380941
"1583","서울","용산구",2018,1248,660,588,"4",2016,1756,880,876,0.726347732465659,0.765158052968233,0.687291340940805
"1584","서울","용산구",2019,1245,642,603,"4",2017,1564,810,754,0.813555366166979,0.808611473260257,0.818867469736191
"1585","서울","용산구",2020,1090,553,537,"4",2018,1492,780,712,0.746641604502094,0.723303253489629,0.77225716166649
"1586","서울","은평구",2010,4307,2236,2071,"4",2008,3950,2053,1897,1.1143773784139,1.11115012595354,1.11784199323802
"1587","서울","은평구",2011,4155,2143,2012,"4",2009,3590,1837,1753,1.18285385835416,1.19015329886476,1.17520522244108
"1588","서울","은평구",2012,3852,1988,1864,"4",2010,4075,2089,1986,0.966080189819049,0.970885086517216,0.961024183000362
"1589","서울","은평구",2013,4137,2127,2010,"4",2011,4477,2298,2179,0.944393388059898,0.944294272505618,0.944509824355343
"1590","서울","은평구",2014,4359,2270,2089,"4",2012,4241,2218,2023,1.05044449119555,1.0441291134583,1.0573291597592
"1591","서울","은평구",2015,3960,2062,1898,"4",2013,4060,2087,1973,0.996835884826639,1.00798971743843,0.985001235585634
"1592","서울","은평구",2016,3737,1924,1813,"4",2014,4160,2137,2023,0.918087931507651,0.918523845834273,0.917634163065306
"1593","서울","은평구",2017,3803,1941,1862,"4",2015,3970,2022,1948,0.979017218290117,0.979341761168045,0.978719804809955
"1594","서울","은평구",2018,3569,1837,1732,"4",2016,4050,2120,1930,0.900629226098134,0.884022228492229,0.918878798595661
"1595","서울","은평구",2019,3686,1930,1756,"4",2017,3464,1830,1634,1.08750674398228,1.07595995790797,1.10037347204206
"1596","서울","은평구",2020,3150,1650,1500,"4",2018,3392,1748,1644,0.949093986075964,0.963013567808989,0.93423707523981
